ReferenceTime,CameraFrameNumber,CameraFrameTime,Background,Fiber_0,Fiber_1,Fiber_2,Fiber_3
933019.553312,64896,672189678868408,256.406349206349,364.12936610608,313.177664974619,258.043329532497,256.519796954315
933019.653344,64898,672189778900296,257.219047619048,364.543337645537,318.765482233503,259.57582668187,256.909644670051
933019.753376,64900,672189878937568,256.812698412698,387.063389391979,324.093401015228,258.919042189282,256.909644670051
933019.853408,64902,672189978967352,256.609523809524,410.825355756792,330.071065989848,259.064994298746,256.714720812183
933019.95344,64904,672190079002136,257.625396825397,410.7425614489,333.839593908629,259.502850627138,257.039593908629
933020.053504,64906,672190179032352,257.015873015873,421.340232858991,322.469035532995,258.408209806157,256.844670050761
933020.153536,64908,672190279066976,256.406349206349,469.940491591203,312.397969543147,259.57582668187,256.389847715736
933020.253568,64910,672190379099352,257.015873015873,418.028460543338,312.657868020305,260.159635119726,256.649746192893
933020.3536,64912,672190479132056,257.015873015873,390.871927554981,327.017258883249,258.554161915621,256.714720812183
933020.453632,64914,672190579164216,256.812698412698,370.835705045278,329.421319796954,259.502850627138,256.584771573604
933020.553664,64916,672190679196320,257.625396825397,373.319534282018,317.855837563452,258.262257696693,256.584771573604
933020.653696,64918,672190779231320,257.219047619048,394.597671410091,327.407106598985,258.773090079818,256.97461928934
933020.753728,64920,672190879259320,258.031746031746,367.19275549806,313.892385786802,257.824401368301,256.584771573604
933020.85376,64922,672190979294272,256,359.244501940492,311.033502538071,258.992018244014,256.454822335025
933020.953792,64924,672191079327240,256.609523809524,348.232858990944,309.474111675127,258.408209806157,256.519796954315
933021.053824,64926,672191179361216,257.219047619048,385.987063389392,313.242639593909,259.064994298746,256.97461928934
933021.153856,64928,672191279393352,256.609523809524,387.146183699871,313.827411167513,258.627137970353,256.324873096447
933021.253888,64930,672191379426104,257.219047619048,368.43467011643,311.423350253807,259.429874572406,256.909644670051
933021.35392,64932,672191479456024,256.812698412698,355.187580853816,321.169543147208,259.356898517674,256.649746192893
933021.453952,64934,672191579491536,256.812698412698,337.138421733506,330.265989847716,259.94070695553,256.714720812183
933021.553984,64936,672191679523352,257.422222222222,340.781371280724,324.613197969543,258.262257696693,256.649746192893
933021.654016,64938,672191779556056,257.219047619048,353.117723156533,314.542131979695,258.043329532497,257.169543147208
933021.754048,64940,672191879588136,256.609523809524,378.535575679172,323.573604060914,258.992018244014,257.169543147208
933021.85408,64942,672191979623352,256.609523809524,361.562742561449,312.982741116751,259.429874572406,256.519796954315
933021.954144,64944,672192079653352,256.406349206349,341.526520051746,298.688324873096,259.21094640821,256.649746192893
933022.054176,64946,672192179688320,256.812698412698,330.928848641656,323.313705583756,258.992018244014,256.97461928934
933022.154208,64948,672192279718240,257.219047619048,334.90297542044,338.647715736041,258.773090079818,256.779695431472
933022.25424,64950,672192379753240,256.812698412698,327.45148771022,318.570558375635,259.429874572406,256.714720812183
933022.354272,64952,672192479785624,256.406349206349,344.8382923674,315.581725888325,260.30558722919,257.039593908629
933022.454304,64954,672192579820136,256.609523809524,345.252263906856,327.991878172589,258.773090079818,256.389847715736
933022.554336,64956,672192679850888,257.625396825397,336.807244501941,317.595939086294,259.21094640821,256.779695431472
933022.654368,64958,672192779885536,257.015873015873,340.284605433376,314.347208121827,259.429874572406,257.039593908629
933022.7544,64960,672192879917160,257.422222222222,329.190168175938,307.784771573604,259.94070695553,256.584771573604
933022.854432,64962,672192979952352,257.422222222222,334.820181112549,331.240609137056,258.773090079818,257.104568527919
933022.954464,64964,672193079982456,258.234920634921,342.685640362225,310.838578680203,258.919042189282,256.519796954315
933023.054496,64966,672193180014888,257.015873015873,334.323415265201,307.2,259.137970353478,256.97461928934
933023.154528,64968,672193280047216,256.609523809524,331.508408796895,315.646700507614,258.627137970353,256.779695431472
933023.25456,64970,672193380077888,256.406349206349,329.769728331177,313.567512690355,259.283922462942,256.389847715736
933023.354592,64972,672193480110352,257.625396825397,339.622250970246,320.324873096447,259.648802736602,256.649746192893
933023.454624,64974,672193580142320,256.609523809524,338.380336351876,316.621319796954,259.21094640821,257.234517766497
933023.554656,64976,672193680177888,257.015873015873,331.425614489004,309.669035532995,259.21094640821,256.649746192893
933023.654688,64978,672193780207352,257.625396825397,340.119016817594,298.493401015228,259.721778791334,256.389847715736
933023.754752,64980,672193880244192,256,342.437257438551,302.976649746193,259.721778791334,257.234517766497
933023.854784,64982,672193980274352,256.812698412698,346.411384217335,310.708629441624,259.137970353478,257.104568527919
933023.954816,64984,672194080307272,256.406349206349,347.98447606727,333.449746192893,258.773090079818,257.299492385787
933024.054848,64986,672194180339320,256.812698412698,353.614489003881,321.94923857868,258.700114025086,256.779695431472
933024.15488,64988,672194280374296,256.609523809524,346.245795601552,305.770558375635,257.970353477765,256.649746192893
933024.254912,64990,672194380404352,256.609523809524,345.749029754204,299.468020304569,259.57582668187,256.584771573604
933024.354944,64992,672194480439160,256.203174603175,333.495472186287,295.114720812183,259.429874572406,256.714720812183
933024.454976,64994,672194580471352,257.625396825397,343.265200517464,305.120812182741,258.84606613455,256.584771573604
933024.555008,64996,672194680506056,256.812698412698,347.818887451488,324.418274111675,259.648802736602,256.324873096447
933024.65504,64998,672194780539136,256.406349206349,339.042690815006,315.06192893401,259.57582668187,257.039593908629
933024.755072,65000,672194880571080,256.406349206349,337.966364812419,306.030456852792,259.064994298746,257.169543147208
933024.855104,65002,672194980603408,256.203174603175,338.959896507115,311.423350253807,260.086659064994,256.97461928934
933024.955136,65004,672195080640456,256.406349206349,342.106080206986,305.510659898477,258.262257696693,256.779695431472
933025.055168,65006,672195180668192,257.219047619048,339.705045278137,307.459898477157,259.648802736602,256.844670050761
933025.1552,65008,672195280703408,256.812698412698,345.169469598965,342.156345177665,258.773090079818,256.519796954315
933025.255232,65010,672195380733240,256.406349206349,345.252263906856,333.124873096447,259.648802736602,256.909644670051
933025.355264,65012,672195480768080,257.015873015873,349.723156532988,336.633502538071,259.356898517674,256.844670050761
933025.455328,65014,672195580798296,257.015873015873,342.35446313066,313.762436548223,260.086659064994,256.909644670051
933025.55536,65016,672195680833272,257.015873015873,340.036222509702,305.18578680203,258.700114025086,256.714720812183
933025.655392,65018,672195780865272,256.812698412698,335.234152652005,299.727918781726,258.919042189282,256.97461928934
933025.755424,65020,672195880898080,256.812698412698,343.182406209573,303.23654822335,258.84606613455,256.649746192893
933025.855456,65022,672195980928320,256.406349206349,343.01681759379,306.940101522843,259.137970353478,257.559390862944
933025.955488,65024,672196080962352,256.203174603175,342.023285899094,308.824365482234,258.773090079818,256.454822335025
933026.05552,65026,672196180995320,256.609523809524,347.901681759379,333.709644670051,258.84606613455,257.039593908629
933026.155552,65028,672196281030160,257.015873015873,345.086675291074,319.610152284264,259.283922462942,256.909644670051
933026.255584,65030,672196381062864,256.609523809524,345.997412677878,321.754314720812,258.700114025086,256.844670050761
933026.355616,65032,672196481090296,257.422222222222,346.08020698577,346.704568527919,259.648802736602,256.97461928934
933026.455648,65034,672196581123240,256.812698412698,350.302716688228,319.155329949239,259.57582668187,256.779695431472
933026.55568,65036,672196681153240,256.609523809524,345.914618369987,304.601015228426,259.137970353478,257.039593908629
933026.655712,65038,672196781188296,256.609523809524,339.622250970246,302.521827411168,259.794754846066,257.104568527919
933026.755744,65040,672196881220352,256.406349206349,337.883570504528,308.239593908629,259.794754846066,256.779695431472
933026.855776,65042,672196981254352,257.625396825397,351.627425614489,305.120812182741,259.137970353478,256.97461928934
933026.955808,65044,672197081285296,257.422222222222,359.078913324709,314.802030456853,258.700114025086,257.234517766497
