ReferenceTime,CameraFrameNumber,CameraFrameTime,Background,Fiber_0,Fiber_1,Fiber_2,Fiber_3
933027.05584,65046,672197181320160,256.812698412698,362.970245795602,313.632487309645,259.283922462942,257.104568527919
933027.155872,65048,672197281350056,256.812698412698,408.341526520052,310.18883248731,258.627137970353,256.584771573604
933027.255904,65050,672197381385376,256.203174603175,398.90297542044,324.028426395939,259.721778791334,256.649746192893
933027.355936,65052,672197481417648,257.422222222222,388.470892626132,333.449746192893,258.84606613455,256.519796954315
933027.456,65054,672197581450136,256.609523809524,358.002587322122,324.93807106599,258.919042189282,256.584771573604
933027.556032,65056,672197681484352,257.015873015873,357.588615782665,311.033502538071,259.137970353478,256.909644670051
933027.656064,65058,672197781515352,257.828571428571,340.036222509702,311.553299492386,259.502850627138,256.97461928934
933027.756096,65060,672197881547056,257.422222222222,335.234152652005,315.191878172589,259.429874572406,256.714720812183
933027.856128,65062,672197981577136,256.812698412698,352.95213454075,308.954314720812,259.57582668187,256.584771573604
933027.95616,65064,672198081610592,256.812698412698,340.201811125485,298.883248730965,258.84606613455,256.519796954315
933028.056192,65066,672198181642296,256.406349206349,364.460543337646,311.423350253807,258.919042189282,256.909644670051
933028.156224,65068,672198281675456,257.219047619048,352.95213454075,310.968527918782,258.773090079818,256.519796954315
933028.256256,65070,672198381707160,256.406349206349,350.46830530401,325.068020304569,260.30558722919,256.97461928934
933028.356288,65072,672198481742616,257.015873015873,351.71021992238,320.909644670051,259.21094640821,256.97461928934
933028.45632,65074,672198581772104,257.015873015873,364.294954721863,317.98578680203,258.043329532497,256.324873096447
933028.556352,65076,672198681802352,256.609523809524,382.012936610608,323.96345177665,260.232611174458,257.104568527919
933028.656384,65078,672198781835160,257.219047619048,375.554980595084,318.700507614213,259.137970353478,257.364467005076
933028.756416,65080,672198881865216,257.219047619048,366.861578266494,309.344162436548,258.919042189282,256.779695431472
933028.856448,65082,672198981902080,256.609523809524,374.147477360931,312.982741116751,259.356898517674,257.104568527919
